diseases,symptoms
Gastric Ulcer,Difficulty Swallowing
Gastroesophageal Reflux Disease,Chest Pain
Esophageal Cancer,Chest Pain
Achalasia,Chest Pain
Hiatal Hernia,Chest Pain
Gastric Ulcer,Chest Pain
Gastroesophageal Reflux Disease,Regurgitation
Esophageal Cancer,Regurgitation
Achalasia,Regurgitation
Hiatal Hernia,Regurgitation
Gastric Ulcer,Regurgitation
Gastroesophageal Reflux Disease,Hiccups
Esophageal Cancer,Hiccups
Achalasia,Hiccups
Hiatal Hernia,Hiccups
Gastric Ulcer,Hiccups
Colorectal Cancer,Constipation
Hemorrhoids,Constipation
Diverticulitis,Constipation
Inflammatory Bowel Disease,Constipation
Anal Fissures,Constipation
Colorectal Cancer,Diarrhea
Hemorrhoids,Diarrhea
Diverticulitis,Diarrhea
Inflammatory Bowel Disease,Diarrhea
Anal Fissures,Diarrhea
Colorectal Cancer,Rectal Bleeding
Hemorrhoids,Rectal Bleeding
Diverticulitis,Rectal Bleeding
Inflammatory Bowel Disease,Rectal Bleeding
Anal Fissures,Rectal Bleeding
Colorectal Cancer,Abdominal Pain
Hemorrhoids,Abdominal Pain
Diverticulitis,Abdominal Pain
Inflammatory Bowel Disease,Abdominal Pain
Anal Fissures,Abdominal Pain
Colorectal Cancer,Anorectal Pain
Hemorrhoids,Anorectal Pain
Diverticulitis,Anorectal Pain
Inflammatory Bowel Disease,Anorectal Pain
Anal Fissures,Anorectal Pain
Typhoid Fever,Abdominal Pain
Dengue Fever,Abdominal Pain
Chikungunya,Abdominal Pain
Gastrointestinal Tuberculosis,Abdominal Pain
Crohn's Disease,Abdominal Pain
Typhoid Fever,Fever
Dengue Fever,Fever
Chikungunya,Fever
Gastrointestinal Tuberculosis,Fever
Crohn's Disease,Fever
Typhoid Fever,Joint Pain
Dengue Fever,Joint Pain
Chikungunya,Joint Pain
Gastrointestinal Tuberculosis,Joint Pain
Crohn's Disease,Joint Pain
Typhoid Fever,Diarrhea
Dengue Fever,Diarrhea
Chikungunya,Diarrhea
Gastrointestinal Tuberculosis,Diarrhea
Crohn's Disease,Diarrhea
Typhoid Fever,Rash
Dengue Fever,Rash
Chikungunya,Rash
Gastrointestinal Tuberculosis,Rash
Crohn's Disease,Rash
Eczema,Red
Psoriasis,Red
Atopic Dermatitis,Red
Eczema,Itchy Rashes
Psoriasis,Itchy Rashes
Atopic Dermatitis,Itchy Rashes
Eczema,Dry Skin
Psoriasis,Dry Skin
Atopic Dermatitis,Dry Skin
Allergic Contact Dermatitis,Bumps
Urticaria,Bumps
Pruritus,Bumps
Allergic Contact Dermatitis,Swelling
Urticaria,Swelling
Pruritus,Swelling
Allergic Contact Dermatitis,Hives
Urticaria,Hives
Pruritus,Hives
Alopecia Areata,Hair loss
Onychomycosis,Hair loss
Iron Deficiency Anemia,Hair loss
Alopecia Areata,Brittle Nails
Onychomycosis,Brittle Nails
Iron Deficiency Anemia,Brittle Nails
Alopecia Areata,Fatigue
Onychomycosis,Fatigue
Iron Deficiency Anemia,Fatigue
Vitiligo,Dark Spots
Seborrheic Dermatitis,Dark Spots
Polycystic Ovary Syndrome,Dark Spots
Vitiligo,Scaly Patches
Seborrheic Dermatitis,Scaly Patches
Polycystic Ovary Syndrome,Scaly Patches
Vitiligo,Excessive Hair Growth
Seborrheic Dermatitis,Excessive Hair Growth
Polycystic Ovary Syndrome,Excessive Hair Growth
Herpes Zoster,Blisters
Impetigo,Blisters
Cellulitis,Blisters
Herpes Zoster,Painful Sores
Impetigo,Painful Sores
Cellulitis,Painful Sores
Herpes Zoster,Fever
Impetigo,Fever
Cellulitis,Fever
Osteoarthritis,Joint pain
Rheumatoid Arthritis,Joint pain
Gout,Joint pain
Osteoarthritis,Swelling
Rheumatoid Arthritis,Swelling
Gout,Swelling
Osteoarthritis,Stiffness
Rheumatoid Arthritis,Stiffness
Gout,Stiffness
Muscular Dystrophy,Difficulty walking
Charcot-Marie-Tooth Disease,Difficulty walking
Clubfoot,Difficulty walking
Muscular Dystrophy,Muscle weakness
Charcot-Marie-Tooth Disease,Muscle weakness
Clubfoot,Muscle weakness
Muscular Dystrophy,Foot deformities
Charcot-Marie-Tooth Disease,Foot deformities
Clubfoot,Foot deformities
Herniated Disc,Back pain
Spinal Stenosis,Back pain
Cauda Equina Syndrome,Back pain
Herniated Disc,Leg numbness
Spinal Stenosis,Leg numbness
Cauda Equina Syndrome,Leg numbness
Herniated Disc,Loss of bowel/bladder control
Spinal Stenosis,Loss of bowel/bladder control
Cauda Equina Syndrome,Loss of bowel/bladder control
Anterior Cruciate Ligament (ACL) Tear,Knee instability
Meniscus Tear,Knee instability
Patellar Dislocation,Knee instability
Anterior Cruciate Ligament (ACL) Tear,Popping sound
Meniscus Tear,Popping sound
Patellar Dislocation,Popping sound
Anterior Cruciate Ligament (ACL) Tear,Difficulty straightening knee
Meniscus Tear,Difficulty straightening knee
Patellar Dislocation,Difficulty straightening knee
Rotator Cuff Injury,Shoulder pain
Frozen Shoulder,Shoulder pain
Bursitis,Shoulder pain
Rotator Cuff Injury,Limited range of motion
Frozen Shoulder,Limited range of motion
Bursitis,Limited range of motion
Rotator Cuff Injury,Muscle spasms
Frozen Shoulder,Muscle spasms
Bursitis,Muscle spasms
Migraine,Headache
Vertigo,Headache
Brain Tumor,Headache
Migraine,Nausea
Vertigo,Nausea
Brain Tumor,Nausea
Migraine,Dizziness
Vertigo,Dizziness
Brain Tumor,Dizziness
Parkinson's Disease,Tremors
Alzheimer's Disease,Tremors
Stroke,Tremors
Parkinson's Disease,Memory Loss
Alzheimer's Disease,Memory Loss
Stroke,Memory Loss
Parkinson's Disease,Difficulty Speaking
Alzheimer's Disease,Difficulty Speaking
Stroke,Difficulty Speaking
Peripheral Neuropathy,Numbness
Multiple Sclerosis,Numbness
ALS,Numbness
Peripheral Neuropathy,Tingling Sensation
Multiple Sclerosis,Tingling Sensation
ALS,Tingling Sensation
Peripheral Neuropathy,Muscle Weakness
Multiple Sclerosis,Muscle Weakness
ALS,Muscle Weakness
Epilepsy,Seizures
Hypoglycemia,Seizures
Encephalitis,Seizures
Epilepsy,Loss of Consciousness
Hypoglycemia,Loss of Consciousness
Encephalitis,Loss of Consciousness
Epilepsy,Confusion
Hypoglycemia,Confusion
Encephalitis,Confusion
Glaucoma,Vision Changes
Parkinson's Disease,Vision Changes
Cerebellar Ataxia,Vision Changes
Glaucoma,Difficulty Walking
Parkinson's Disease,Difficulty Walking
Cerebellar Ataxia,Difficulty Walking
Glaucoma,Balance Problems
Parkinson's Disease,Balance Problems
Cerebellar Ataxia,Balance Problems
Anemia,Easy bruising
Leukemia,Easy bruising
Hemophilia,Easy bruising
Thalassemia,Easy bruising
Aplastic Anemia,Easy bruising
Anemia,Pale skin
Leukemia,Pale skin
Hemophilia,Pale skin
Thalassemia,Pale skin
Aplastic Anemia,Pale skin
Anemia,Fatigue
Leukemia,Fatigue
Hemophilia,Fatigue
Thalassemia,Fatigue
Aplastic Anemia,Fatigue
Anemia,Frequent infections
Leukemia,Frequent infections
Hemophilia,Frequent infections
Thalassemia,Frequent infections
Aplastic Anemia,Frequent infections
Hodgkin's Lymphoma,Joint pain
Rheumatoid Arthritis,Joint pain
Lupus,Joint pain
Chronic Leukemia,Joint pain
Hodgkin's Lymphoma,Swollen lymph nodes
Rheumatoid Arthritis,Swollen lymph nodes
Lupus,Swollen lymph nodes
Chronic Leukemia,Swollen lymph nodes
Hodgkin's Lymphoma,Night sweats
Rheumatoid Arthritis,Night sweats
Lupus,Night sweats
Chronic Leukemia,Night sweats
Von Willebrand Disease,Bleeding gums
Hemophilia,Bleeding gums
Blood clotting disorders,Bleeding gums
ITP,Bleeding gums
AML,Bleeding gums
Von Willebrand Disease,Nosebleeds
Hemophilia,Nosebleeds
Blood clotting disorders,Nosebleeds
ITP,Nosebleeds
AML,Nosebleeds
Von Willebrand Disease,Petechiae
Hemophilia,Petechiae
Blood clotting disorders,Petechiae
ITP,Petechiae
AML,Petechiae
Von Willebrand Disease,Heavy menstrual bleeding
Hemophilia,Heavy menstrual bleeding
Blood clotting disorders,Heavy menstrual bleeding
ITP,Heavy menstrual bleeding
AML,Heavy menstrual bleeding
Atrial Fibrillation,Irregular heartbeat
Heart Failure,Irregular heartbeat
Angina,Irregular heartbeat
Anemia,Irregular heartbeat
Atrial Fibrillation,Shortness of breath
Heart Failure,Shortness of breath
Angina,Shortness of breath
Anemia,Shortness of breath
Atrial Fibrillation,Chest pain
Heart Failure,Chest pain
Angina,Chest pain
Anemia,Chest pain
Atrial Fibrillation,Dizziness
Heart Failure,Dizziness
Angina,Dizziness
Anemia,Dizziness
Multiple Myeloma,Bone pain
Osteoporosis,Bone pain
Paget's Disease,Bone pain
Hyperparathyroidism,Bone pain
Multiple Myeloma,Easy fractures
Osteoporosis,Easy fractures
Paget's Disease,Easy fractures
Hyperparathyroidism,Easy fractures
Multiple Myeloma,Fatigue
Osteoporosis,Fatigue
Paget's Disease,Fatigue
Hyperparathyroidism,Fatigue
Multiple Myeloma,Elevated calcium levels
Osteoporosis,Elevated calcium levels
Paget's Disease,Elevated calcium levels
Hyperparathyroidism,Elevated calcium levels
Major Depressive Disorder,Depressed mood
Bipolar Disorder,Depressed mood
Generalized Anxiety Disorder,Depressed mood
Major Depressive Disorder,Low energy
Bipolar Disorder,Low energy
Generalized Anxiety Disorder,Low energy
Major Depressive Disorder,Difficulty concentrating
Bipolar Disorder,Difficulty concentrating
Generalized Anxiety Disorder,Difficulty concentrating
Schizophrenia,Hallucinations
Schizoaffective Disorder,Hallucinations
Bipolar Disorder,Hallucinations
Schizophrenia,Delusions
Schizoaffective Disorder,Delusions
Bipolar Disorder,Delusions
Schizophrenia,Disorganized thinking
Schizoaffective Disorder,Disorganized thinking
Bipolar Disorder,Disorganized thinking
Insomnia Disorder,Insomnia
Anxiety Disorder,Insomnia
Depression,Insomnia
Insomnia Disorder,Restlessness
Anxiety Disorder,Restlessness
Depression,Restlessness
Insomnia Disorder,Difficulty falling asleep
Anxiety Disorder,Difficulty falling asleep
Depression,Difficulty falling asleep
Borderline Personality Disorder,Mood swings
Bipolar Disorder,Mood swings
Attention-Deficit/Hyperactivity Disorder,Mood swings
Borderline Personality Disorder,Irritability
Bipolar Disorder,Irritability
Attention-Deficit/Hyperactivity Disorder,Irritability
Borderline Personality Disorder,Impulsivity
Bipolar Disorder,Impulsivity
Attention-Deficit/Hyperactivity Disorder,Impulsivity
Panic Disorder,Panic attacks
Generalized Anxiety Disorder,Panic attacks
Heart Disease,Panic attacks
Panic Disorder,Rapid heartbeat
Generalized Anxiety Disorder,Rapid heartbeat
Heart Disease,Rapid heartbeat
Panic Disorder,Shortness of breath
Generalized Anxiety Disorder,Shortness of breath
Heart Disease,Shortness of breath
Hypothyroidism,Weight gain
Polycystic ovary syndrome,Weight gain
Diabetes Mellitus,Weight gain
Premature ovarian failure,Weight gain
Addison's disease,Weight gain
Hypothyroidism,Fatigue
Polycystic ovary syndrome,Fatigue
Diabetes Mellitus,Fatigue
Premature ovarian failure,Fatigue
Addison's disease,Fatigue
Hypothyroidism,Dry skin
Polycystic ovary syndrome,Dry skin
Diabetes Mellitus,Dry skin
Premature ovarian failure,Dry skin
Addison's disease,Dry skin
Hypothyroidism,Irregular periods
Polycystic ovary syndrome,Irregular periods
Diabetes Mellitus,Irregular periods
Premature ovarian failure,Irregular periods
Addison's disease,Irregular periods
Hypothyroidism,Hair loss
Polycystic ovary syndrome,Hair loss
Diabetes Mellitus,Hair loss
Premature ovarian failure,Hair loss
Addison's disease,Hair loss
Hyperthyroidism,Weight loss
Diabetes Mellitus,Weight loss
Addison's disease,Weight loss
Cushing's syndrome,Weight loss
Type 1 Diabetes,Weight loss
Hyperthyroidism,Increased thirst
Diabetes Mellitus,Increased thirst
Addison's disease,Increased thirst
Cushing's syndrome,Increased thirst
Type 1 Diabetes,Increased thirst
Hyperthyroidism,Frequent urination
Diabetes Mellitus,Frequent urination
Addison's disease,Frequent urination
Cushing's syndrome,Frequent urination
Type 1 Diabetes,Frequent urination
Hyperthyroidism,Fatigue
Diabetes Mellitus,Fatigue
Addison's disease,Fatigue
Cushing's syndrome,Fatigue
Type 1 Diabetes,Fatigue
Hyperthyroidism,Blurred vision
Diabetes Mellitus,Blurred vision
Addison's disease,Blurred vision
Cushing's syndrome,Blurred vision
Type 1 Diabetes,Blurred vision
Premenstrual syndrome,Mood swings
Polycystic ovary syndrome,Mood swings
Hypothyroidism,Mood swings
Depression,Mood swings
Premature ovarian failure,Mood swings
Premenstrual syndrome,Weight gain
Polycystic ovary syndrome,Weight gain
Hypothyroidism,Weight gain
Depression,Weight gain
Premature ovarian failure,Weight gain
Premenstrual syndrome,Increased appetite
Polycystic ovary syndrome,Increased appetite
Hypothyroidism,Increased appetite
Depression,Increased appetite
Premature ovarian failure,Increased appetite
Premenstrual syndrome,Fatigue
Polycystic ovary syndrome,Fatigue
Hypothyroidism,Fatigue
Depression,Fatigue
Premature ovarian failure,Fatigue
Premenstrual syndrome,Irregular periods
Polycystic ovary syndrome,Irregular periods
Hypothyroidism,Irregular periods
Depression,Irregular periods
Premature ovarian failure,Irregular periods
Hypothyroidism,Muscle weakness
Polycystic ovary syndrome,Muscle weakness
Cushing's syndrome,Muscle weakness
Hypopituitarism,Muscle weakness
Hypothyroid myopathy,Muscle weakness
Hypothyroidism,Weight gain
Polycystic ovary syndrome,Weight gain
Cushing's syndrome,Weight gain
Hypopituitarism,Weight gain
Hypothyroid myopathy,Weight gain
Hypothyroidism,Dry skin
Polycystic ovary syndrome,Dry skin
Cushing's syndrome,Dry skin
Hypopituitarism,Dry skin
Hypothyroid myopathy,Dry skin
Hypothyroidism,Constipation
Polycystic ovary syndrome,Constipation
Cushing's syndrome,Constipation
Hypopituitarism,Constipation
Hypothyroid myopathy,Constipation
Hypothyroidism,Fatigue
Polycystic ovary syndrome,Fatigue
Cushing's syndrome,Fatigue
Hypopituitarism,Fatigue
Hypothyroid myopathy,Fatigue
Polycystic ovary syndrome,Excessive hair growth
Cushing's syndrome,Excessive hair growth
Hypothyroidism,Excessive hair growth
Hirsutism,Excessive hair growth
Premature ovarian failure,Excessive hair growth
Polycystic ovary syndrome,Weight gain
Cushing's syndrome,Weight gain
Hypothyroidism,Weight gain
Hirsutism,Weight gain
Premature ovarian failure,Weight gain
Polycystic ovary syndrome,Fatigue
Cushing's syndrome,Fatigue
Hypothyroidism,Fatigue
Hirsutism,Fatigue
Premature ovarian failure,Fatigue
Polycystic ovary syndrome,Acne
Cushing's syndrome,Acne
Hypothyroidism,Acne
Hirsutism,Acne
Premature ovarian failure,Acne
Polycystic ovary syndrome,Irregular periods
Cushing's syndrome,Irregular periods
Hypothyroidism,Irregular periods
Hirsutism,Irregular periods
Premature ovarian failure,Irregular periods
Polycystic Ovary Syndrome,Irregular Menstruation
Endometriosis,Irregular Menstruation
Pelvic Inflammatory Disease,Irregular Menstruation
Polycystic Ovary Syndrome,Abdominal Pain
Endometriosis,Abdominal Pain
Pelvic Inflammatory Disease,Abdominal Pain
Polycystic Ovary Syndrome,Vaginal Discharge
Endometriosis,Vaginal Discharge
Pelvic Inflammatory Disease,Vaginal Discharge
Ectopic Pregnancy,Pregnancy
Hyperemesis Gravidarum,Pregnancy
Preeclampsia,Pregnancy
Ectopic Pregnancy,Nausea
Hyperemesis Gravidarum,Nausea
Preeclampsia,Nausea
Ectopic Pregnancy,Fatigue
Hyperemesis Gravidarum,Fatigue
Preeclampsia,Fatigue
Cervical Cancer,Vaginal Bleeding
Vaginal Infection,Vaginal Bleeding
Vulvodynia,Vaginal Bleeding
Cervical Cancer,Painful Intercourse
Vaginal Infection,Painful Intercourse
Vulvodynia,Painful Intercourse
Cervical Cancer,Vaginal Itching
Vaginal Infection,Vaginal Itching
Vulvodynia,Vaginal Itching
Urinary Tract Infection,Urinary Incontinence
Overactive Bladder,Urinary Incontinence
Pelvic Organ Prolapse,Urinary Incontinence
Urinary Tract Infection,Pelvic Pressure
Overactive Bladder,Pelvic Pressure
Pelvic Organ Prolapse,Pelvic Pressure
Urinary Tract Infection,Frequent Urination
Overactive Bladder,Frequent Urination
Pelvic Organ Prolapse,Frequent Urination
Breast Cancer,Breast Pain
Fibrocystic Breast Changes,Breast Pain
Mastitis,Breast Pain
Breast Cancer,Nipple Discharge
Fibrocystic Breast Changes,Nipple Discharge
Mastitis,Nipple Discharge
Breast Cancer,Lump
Fibrocystic Breast Changes,Lump
Mastitis,Lump
Measles,Fever
Rubella,Fever
Dengue,Fever
Measles,Rash
Rubella,Rash
Dengue,Rash
Measles,Loss of Appetite
Rubella,Loss of Appetite
Dengue,Loss of Appetite
Gastroenteritis,Vomiting
Rotavirus,Vomiting
Typhoid,Vomiting
Gastroenteritis,Diarrhea
Rotavirus,Diarrhea
Typhoid,Diarrhea
Gastroenteritis,Abdominal Pain
Rotavirus,Abdominal Pain
Typhoid,Abdominal Pain
Asthma,Cough
Pneumonia,Cough
Bronchiolitis,Cough
Asthma,Wheezing
Pneumonia,Wheezing
Bronchiolitis,Wheezing
Asthma,Difficulty Breathing
Pneumonia,Difficulty Breathing
Bronchiolitis,Difficulty Breathing
Type 1 Diabetes,Frequent Urination
Urinary Tract Infection,Frequent Urination
Dehydration,Frequent Urination
Type 1 Diabetes,Thirst
Urinary Tract Infection,Thirst
Dehydration,Thirst
Type 1 Diabetes,Fatigue
Urinary Tract Infection,Fatigue
Dehydration,Fatigue
Dengue,Joint Pain
Chikungunya,Joint Pain
Malaria,Joint Pain
Dengue,Fatigue
Chikungunya,Fatigue
Malaria,Fatigue
Dengue,Headache
Chikungunya,Headache
Malaria,Headache
Conjunctivitis,Blurred Vision
Glaucoma,Blurred Vision
Uveitis,Blurred Vision
Conjunctivitis,Eye Pain
Glaucoma,Eye Pain
Uveitis,Eye Pain
Conjunctivitis,Redness
Glaucoma,Redness
Uveitis,Redness
Migraine,Double Vision
Optic Neuritis,Double Vision
Brain Tumor,Double Vision
Migraine,Headache
Optic Neuritis,Headache
Brain Tumor,Headache
Migraine,Nausea
Optic Neuritis,Nausea
Brain Tumor,Nausea
Blepharitis,Dry Eyes
Keratitis,Dry Eyes
Allergic Conjunctivitis,Dry Eyes
Blepharitis,Sensitivity to Light
Keratitis,Sensitivity to Light
Allergic Conjunctivitis,Sensitivity to Light
Blepharitis,Discharge
Keratitis,Discharge
Allergic Conjunctivitis,Discharge
Retinal Detachment,Floaters
Macular Degeneration,Floaters
Diabetic Retinopathy,Floaters
Retinal Detachment,Loss of Peripheral Vision
Macular Degeneration,Loss of Peripheral Vision
Diabetic Retinopathy,Loss of Peripheral Vision
Retinal Detachment,Blurred Vision
Macular Degeneration,Blurred Vision
Diabetic Retinopathy,Blurred Vision
Astigmatism,Eye Strain
Presbyopia,Eye Strain
Refractive Error,Eye Strain
Astigmatism,Difficulty Focusing
Presbyopia,Difficulty Focusing
Refractive Error,Difficulty Focusing
Astigmatism,Headache
Presbyopia,Headache
Refractive Error,Headache
Urinary Tract Infection,Pain or burning during urination
Bladder Cancer,Pain or burning during urination
Kidney Stones,Pain or burning during urination
Prostate Cancer,Pain or burning during urination
Interstitial Cystitis,Pain or burning during urination
Urinary Tract Infection,Frequent urination
Bladder Cancer,Frequent urination
Kidney Stones,Frequent urination
Prostate Cancer,Frequent urination
Interstitial Cystitis,Frequent urination
Urinary Tract Infection,Blood in urine
Bladder Cancer,Blood in urine
Kidney Stones,Blood in urine
Prostate Cancer,Blood in urine
Interstitial Cystitis,Blood in urine
Benign Prostatic Hyperplasia,Lower back pain
Prostatitis,Lower back pain
Kidney Infection,Lower back pain
Spinal Stenosis,Lower back pain
Testicular Cancer,Lower back pain
Benign Prostatic Hyperplasia,Difficulty urinating
Prostatitis,Difficulty urinating
Kidney Infection,Difficulty urinating
Spinal Stenosis,Difficulty urinating
Testicular Cancer,Difficulty urinating
Benign Prostatic Hyperplasia,Erectile dysfunction
Prostatitis,Erectile dysfunction
Kidney Infection,Erectile dysfunction
Spinal Stenosis,Erectile dysfunction
Testicular Cancer,Erectile dysfunction
Urinary Incontinence,Urgency to urinate
Overactive Bladder,Urgency to urinate
Prostate Enlargement,Urgency to urinate
Bladder Prolapse,Urgency to urinate
Ovarian Cysts,Urgency to urinate
Urinary Incontinence,Inability to empty bladder
Overactive Bladder,Inability to empty bladder
Prostate Enlargement,Inability to empty bladder
Bladder Prolapse,Inability to empty bladder
Ovarian Cysts,Inability to empty bladder
Urinary Incontinence,Pelvic pain
Overactive Bladder,Pelvic pain
Prostate Enlargement,Pelvic pain
Bladder Prolapse,Pelvic pain
Ovarian Cysts,Pelvic pain
Bladder Spasms,Urinary retention
Urethral Stricture,Urinary retention
Bladder Cancer,Urinary retention
Ovarian Cancer,Urinary retention
Bladder Diverticulum,Urinary retention
Bladder Spasms,Urine leakage
Urethral Stricture,Urine leakage
Bladder Cancer,Urine leakage
Ovarian Cancer,Urine leakage
Bladder Diverticulum,Urine leakage
Bladder Spasms,Pain in pelvic area
Urethral Stricture,Pain in pelvic area
Bladder Cancer,Pain in pelvic area
Ovarian Cancer,Pain in pelvic area
Bladder Diverticulum,Pain in pelvic area
Prostate Cancer,Frequent urination at night
Testicular Torsion,Frequent urination at night
Kidney Stones,Frequent urination at night
Enlarged Prostate,Frequent urination at night
Renal Cell Carcinoma,Frequent urination at night
Prostate Cancer,Pain in testicles
Testicular Torsion,Pain in testicles
Kidney Stones,Pain in testicles
Enlarged Prostate,Pain in testicles
Renal Cell Carcinoma,Pain in testicles
Prostate Cancer,Difficulty starting urination
Testicular Torsion,Difficulty starting urination
Kidney Stones,Difficulty starting urination
Enlarged Prostate,Difficulty starting urination
Renal Cell Carcinoma,Difficulty starting urination
Tonsillitis,Sore throat
Pharyngitis,Sore throat
Otitis media,Sore throat
Tonsillitis,Difficulty swallowing
Pharyngitis,Difficulty swallowing
Otitis media,Difficulty swallowing
Tonsillitis,Ear pain
Pharyngitis,Ear pain
Otitis media,Ear pain
Allergic rhinitis,Nasal congestion
Sinusitis,Nasal congestion
Nasal polyps,Nasal congestion
Allergic rhinitis,Sneezing
Sinusitis,Sneezing
Nasal polyps,Sneezing
Allergic rhinitis,Postnasal drip
Sinusitis,Postnasal drip
Nasal polyps,Postnasal drip
Otitis externa,Ear discharge
Otitis media,Ear discharge
Meniere's disease,Ear discharge
Otitis externa,Hearing loss
Otitis media,Hearing loss
Meniere's disease,Hearing loss
Otitis externa,Dizziness
Otitis media,Dizziness
Meniere's disease,Dizziness
Obstructive sleep apnea,Snoring
Sinusitis,Snoring
Deviated nasal septum,Snoring
Obstructive sleep apnea,Daytime fatigue
Sinusitis,Daytime fatigue
Deviated nasal septum,Daytime fatigue
Obstructive sleep apnea,Headaches
Sinusitis,Headaches
Deviated nasal septum,Headaches
Laryngitis,Hoarse voice
Asthma,Hoarse voice
COPD,Hoarse voice
Laryngitis,Difficulty breathing
Asthma,Difficulty breathing
COPD,Difficulty breathing
Laryngitis,Cough
Asthma,Cough
COPD,Cough
Urinary Tract Infection,Frequent Urination
Kidney Stones,Frequent Urination
Urinary Tract Obstruction,Frequent Urination
Urinary Tract Infection,Painful Urination
Kidney Stones,Painful Urination
Urinary Tract Obstruction,Painful Urination
Urinary Tract Infection,Blood in Urine
Kidney Stones,Blood in Urine
Urinary Tract Obstruction,Blood in Urine
Chronic Kidney Disease,Swelling in Legs
Acute Kidney Injury,Swelling in Legs
Nephrotic Syndrome,Swelling in Legs
Chronic Kidney Disease,Decreased Urine Output
Acute Kidney Injury,Decreased Urine Output
Nephrotic Syndrome,Decreased Urine Output
Chronic Kidney Disease,Nausea
Acute Kidney Injury,Nausea
Nephrotic Syndrome,Nausea
Polycystic Kidney Disease,High Blood Pressure
Glomerulonephritis,High Blood Pressure
Diabetic Nephropathy,High Blood Pressure
Polycystic Kidney Disease,Fatigue
Glomerulonephritis,Fatigue
Diabetic Nephropathy,Fatigue
Polycystic Kidney Disease,Difficulty in Breathing
Glomerulonephritis,Difficulty in Breathing
Diabetic Nephropathy,Difficulty in Breathing
Pyelonephritis,Back Pain
Nephritis,Back Pain
Renal Tuberculosis,Back Pain
Pyelonephritis,Fever
Nephritis,Fever
Renal Tuberculosis,Fever
Pyelonephritis,Loss of Appetite
Nephritis,Loss of Appetite
Renal Tuberculosis,Loss of Appetite
End Stage Renal Disease,Muscle Cramps
Uremic Pruritus,Muscle Cramps
Secondary Hyperparathyroidism,Muscle Cramps
End Stage Renal Disease,Itching
Uremic Pruritus,Itching
Secondary Hyperparathyroidism,Itching
End Stage Renal Disease,Metallic Taste in Mouth
Uremic Pruritus,Metallic Taste in Mouth
Secondary Hyperparathyroidism,Metallic Taste in Mouth
Hepatitis A,Jaundice
Hepatitis B,Jaundice
Hepatitis C,Jaundice
Fatty Liver Disease,Jaundice
Cirrhosis,Jaundice
Hepatitis A,Abdominal Pain
Hepatitis B,Abdominal Pain
Hepatitis C,Abdominal Pain
Fatty Liver Disease,Abdominal Pain
Cirrhosis,Abdominal Pain
Hepatitis A,Nausea
Hepatitis B,Nausea
Hepatitis C,Nausea
Fatty Liver Disease,Nausea
Cirrhosis,Nausea
Hepatitis A,Loss of Appetite
Hepatitis B,Loss of Appetite
Hepatitis C,Loss of Appetite
Fatty Liver Disease,Loss of Appetite
Cirrhosis,Loss of Appetite
Liver Cancer,Ascites
Liver Failure,Ascites
Portal Hypertension,Ascites
Primary Sclerosing Cholangitis,Ascites
Liver Cancer,Swelling in Legs
Liver Failure,Swelling in Legs
Portal Hypertension,Swelling in Legs
Primary Sclerosing Cholangitis,Swelling in Legs
Liver Cancer,Loss of Weight
Liver Failure,Loss of Weight
Portal Hypertension,Loss of Weight
Primary Sclerosing Cholangitis,Loss of Weight
Gilbert's Syndrome,Dark Urine
Hemochromatosis,Dark Urine
Wilson's Disease,Dark Urine
Gilbert's Syndrome,Pale Stool
Hemochromatosis,Pale Stool
Wilson's Disease,Pale Stool
Gilbert's Syndrome,Chronic Fatigue
Hemochromatosis,Chronic Fatigue
Wilson's Disease,Chronic Fatigue
Hepatic Encephalopathy,Mental Confusion
Alcoholic Liver Disease,Mental Confusion
Hepatic Steatosis,Mental Confusion
Hepatic Encephalopathy,Hand Tremors
Alcoholic Liver Disease,Hand Tremors
Hepatic Steatosis,Hand Tremors
Hepatic Encephalopathy,Slurred Speech
Alcoholic Liver Disease,Slurred Speech
Hepatic Steatosis,Slurred Speech
Autoimmune Hepatitis,Itchy Skin
Primary Biliary Cholangitis,Itchy Skin
Primary Sclerosing Cholangitis,Itchy Skin
Autoimmune Hepatitis,Spider Angiomas
Primary Biliary Cholangitis,Spider Angiomas
Primary Sclerosing Cholangitis,Spider Angiomas
Autoimmune Hepatitis,Easy Bruising
Primary Biliary Cholangitis,Easy Bruising
Primary Sclerosing Cholangitis,Easy Bruising
Lupus,Joint Pain
Rheumatoid Arthritis,Joint Pain
Scleroderma,Joint Pain
Lupus,Skin Rash
Rheumatoid Arthritis,Skin Rash
Scleroderma,Skin Rash
Lupus,Hair Loss
Rheumatoid Arthritis,Hair Loss
Scleroderma,Hair Loss
Crohn's Disease,Abdominal Pain
Ulcerative Colitis,Abdominal Pain
Celiac Disease,Abdominal Pain
Crohn's Disease,Diarrhea
Ulcerative Colitis,Diarrhea
Celiac Disease,Diarrhea
Crohn's Disease,Weight Loss
Ulcerative Colitis,Weight Loss
Celiac Disease,Weight Loss
Multiple Sclerosis,Extreme Fatigue
Myasthenia Gravis,Extreme Fatigue
Lupus,Extreme Fatigue
Multiple Sclerosis,Depression
Myasthenia Gravis,Depression
Lupus,Depression
Multiple Sclerosis,Memory Loss
Myasthenia Gravis,Memory Loss
Lupus,Memory Loss
Sjogren's Syndrome,Dry Eyes
Rheumatoid Arthritis,Dry Eyes
